usv.x,usv.y,usv.heading,point.x,point.y,point.degree,stanley_e_dis,stanley_et_degree,distance,delta_control,v,r
12647007.51,2556543.65207,-3.10076932356,12647013.2785,2556587.85313,1.28656817222,40.8100430263,1.5587882069,-2.82854928887,044.57588486220.6,-0
12647007.5063,2556543.64884,-3.10221808319,12647013.2785,2556587.85313,1.28656817222,40.8121135604,1.55878942518,-2.82999683023,044.57956346670.6,-0
12647007.5049,2556543.64559,-3.09961750638,12647013.2785,2556587.85313,1.28656817222,40.814853683,1.55879103715,-2.82739464146,044.58296180670.6,-0
12647007.5029,2556543.64505,-3.10206095668,12647013.2785,2556587.85313,1.28656817222,40.814811784,1.5587910125,-2.8298381164,044.58375849580.6,-0
12647007.5029,2556543.63949,-3.09870990109,12647013.2785,2556587.85313,1.28656817222,40.8201360508,1.55879414376,-2.82648392955,044.58927413170.6,-0
12647007.5022,2556543.63867,-3.09624887392,12647013.2785,2556587.85313,1.28656817222,40.8207435666,1.55879450097,-2.82402254517,044.59017392890.6,-0
12647007.5021,2556543.63369,-3.09923347856,12647013.2785,2556587.85313,1.28656817222,40.8254677078,1.55879727814,-2.82700437264,044.59513184520.6,-0
12647007.5028,2556543.63436,-3.10132778844,12647013.2785,2556587.85313,1.28656817222,40.8250298711,1.55879702079,-2.82909893987,044.59438400310.6,-0
12647007.5036,2556543.63299,-3.0961790991,12647013.2785,2556587.85313,1.28656817222,40.8265839896,1.55879793422,-2.8239493371,044.59562391710.6,-0
12647007.5039,2556543.63175,-3.09966997066,12647013.2785,2556587.85313,1.28656817222,40.8278560699,1.55879868181,-2.82743946107,044.59682135850.6,-0
12647007.5031,2556543.62731,-3.09788964747,12647013.2785,2556587.85313,1.28656817222,40.8318989425,1.5588010573,-2.82565676239,044.601316610.6,-0
12647007.5015,2556543.62336,-3.09809897193,12647013.2785,2556587.85313,1.28656817222,40.8352298806,1.55880301395,-2.82586413021,044.60544971870.6,-0
12647007.5027,2556543.62344,-3.09876236536,12647013.2785,2556587.85313,1.28656817222,40.8354858133,1.55880316427,-2.82652737331,044.60521636980.6,-0
12647007.5053,2556543.62007,-3.09654581638,12647013.2785,2556587.85313,1.28656817222,40.8394496524,1.55880549202,-2.82430849658,044.60822246440.6,-0
12647007.5104,2556543.62212,-3.10141514012,12647013.2785,2556587.85313,1.28656817222,40.8389263907,1.55880518477,-2.82917812757,044.60552831020.6,-0
12647007.5095,2556543.62083,-3.09822121103,12647013.2785,2556587.85313,1.28656817222,40.8398936171,1.55880575269,-2.82598363055,044.60692397360.6,-0
12647007.5006,2556543.61644,-3.09579533759,12647013.2785,2556587.85313,1.28656817222,40.841619216,1.5588067658,-2.82355674401,044.61243114940.6,-0
12647007.4956,2556543.61435,-3.09514952102,12647013.2785,2556587.85313,1.28656817222,40.8422330204,1.55880712614,-2.8229105671,044.61514201750.6,-0
12647007.4944,2556543.61343,-3.09773252097,12647013.2785,2556587.85313,1.28656817222,40.8427859546,1.55880745073,-2.82549324246,044.61621108430.6,-0
12647007.4894,2556543.61024,-3.09829098585,12647013.2785,2556587.85313,1.28656817222,40.8444329771,1.5588084175,-2.82605074056,044.62002875930.6,-0
12647007.4864,2556543.60839,-3.09469571837,12647013.2785,2556587.85313,1.28656817222,40.8453619536,1.55880896274,-2.82245492785,044.62224906280.6,-0
12647007.4821,2556543.60587,-3.09666778916,12647013.2785,2556587.85313,1.28656817222,40.8465763384,1.55880967544,-2.82442628594,044.62531700590.6,-0
12647007.4784,2556543.60412,-3.0948003806,12647013.2785,2556587.85313,1.28656817222,40.8472113207,1.55881004808,-2.82255850475,044.62752987630.6,-0
12647007.4741,2556543.60225,-3.09872747795,12647013.2785,2556587.85313,1.28656817222,40.8478213854,1.55881040607,-2.8264852441,044.62992752110.6,-0
12647007.4706,2556543.60085,-3.0966155912,12647013.2785,2556587.85313,1.28656817222,40.8481861982,1.55881062014,-2.82437314328,044.63177622250.6,-0
12647007.4668,2556543.59965,-3.09738338055,12647013.2785,2556587.85313,1.28656817222,40.8482543706,1.55881066014,-2.82514089262,044.63347455090.6,-0
12647007.4636,2556543.59874,-3.09755808391,12647013.2785,2556587.85313,1.28656817222,40.8482313641,1.55881064664,-2.82531560949,044.63478294250.6,-0
12647007.4603,2556543.59794,-3.09932083024,12647013.2785,2556587.85313,1.28656817222,40.8480912515,1.55881056443,-2.82707843803,044.63600174670.6,-0
12647007.4576,2556543.59732,-3.09766274614,12647013.2785,2556587.85313,1.28656817222,40.8479078748,1.55881045682,-2.82542046154,044.63698124850.6,-0
12647007.4525,2556543.59624,-3.09834345012,12647013.2785,2556587.85313,1.28656817222,40.8475379309,1.55881023974,-2.8261013826,044.6387113730.6,-0
12647007.4503,2556543.59575,-3.09804677397,12647013.2785,2556587.85313,1.28656817222,40.847360215,1.55881013545,-2.82580481074,044.63948667740.6,-0
12647007.4482,2556543.59525,-3.09804677397,12647013.2785,2556587.85313,1.28656817222,40.8472589888,1.55881007605,-2.82580487014,044.6402553260.6,-0
12647007.4465,2556543.59485,-3.10078690042,12647013.2785,2556587.85313,1.28656817222,40.8471707257,1.55881002426,-2.82854504839,044.64087370430.6,-0
12647007.4448,2556543.59447,-3.09605712632,12647013.2785,2556587.85313,1.28656817222,40.8470631999,1.55880996116,-2.82381533739,044.64147224730.6,-0
12647007.4433,2556543.59419,-3.10019354813,12647013.2785,2556587.85313,1.28656817222,40.8469062062,1.55880986903,-2.82795185132,044.64194956580.6,-0
