12647092.7382,2556641.78112
12647092.876,2556641.93475
12647093.0146,2556642.05878
12647093.1523,2556642.19497
12647093.2847,2556642.33998
12647093.4037,2556642.48692
12647093.5334,2556642.65566
12647093.6486,2556642.83906
12647093.7757,2556643.0127
12647093.8857,2556643.20264
12647094.0063,2556643.37535
12647094.1078,2556643.55087
12647094.2269,2556643.73106
12647094.3276,2556643.91348
12647094.4415,2556644.10222
12647094.5453,2556644.29482
12647094.6489,2556644.48607
12647094.7371,2556644.70588
12647094.8272,2556644.88991
12647094.8991,2556645.09861
12647094.9854,2556645.28509
12647095.0622,2556645.46311
12647095.1446,2556645.66528
12647095.2203,2556645.86092
12647095.2929,2556646.05725
12647095.3589,2556646.25491
12647095.4221,2556646.44189
12647095.4835,2556646.62941
12647095.5408,2556646.8222
12647095.5969,2556647.01092
12647095.6522,2556647.21294
12647095.7089,2556647.41651
12647095.7567,2556647.61378
12647095.8074,2556647.81711
12647095.8439,2556648.02112
12647095.8895,2556648.22611
12647095.9224,2556648.43909
12647095.9606,2556648.65511
12647096.0211,2556649.07479
12647096.0424,2556649.28442
12647096.0752,2556649.72207
12647096.0756,2556649.95387
12647096.0839,2556650.18081
12647096.0806,2556650.41909
12647096.0809,2556650.6415
12647096.0627,2556650.89364
12647096.0565,2556651.12072
12647096.0342,2556651.37094
12647096.0238,2556651.60185
12647095.9998,2556651.85686
12647095.9803,2556652.09053
12647095.9453,2556652.34359
12647095.915,2556652.56736
12647095.868,2556652.80619
12647095.8306,2556653.03074
12647095.7802,2556653.26182
12647095.7414,2556653.48958
12647095.6876,2556653.72252
12647095.5817,2556654.15085
12647095.523,2556654.36778
12647095.4574,2556654.58665
12647095.3957,2556654.797
12647095.3289,2556655.00569
12647095.2593,2556655.21724
12647095.1844,2556655.43116
12647095.1005,2556655.64149
12647095.0187,2556655.85621
12647094.9334,2556656.0535
12647094.8472,2556656.25564
12647094.7516,2556656.4538
12647094.6704,2556656.65207
12647094.5742,2556656.85295
12647094.4945,2556657.05216
12647094.3886,2556657.24361
12647094.2919,2556657.43251
12647094.182,2556657.61618
12647094.0744,2556657.79163
12647093.9538,2556657.97576
12647093.8378,2556658.15419
12647093.7141,2556658.34112
12647093.5948,2556658.52515
12647093.4698,2556658.70572
12647093.355,2556658.88762
12647093.224,2556659.06148
12647093.1007,2556659.2263
12647092.9614,2556659.39723
12647092.8191,2556659.55109
12647092.8191,2556659.55109
12647092.5184,2556659.83731
12647092.3636,2556659.99639
12647092.1996,2556660.12588
12647092.0364,2556660.2801
12647091.8627,2556660.41073
12647091.6962,2556660.55449
12647091.5157,2556660.6831
12647091.3438,2556660.82599
12647091.1639,2556660.95765
12647090.9784,2556661.09802
12647090.7872,2556661.2308
12647090.4179,2556661.48549
12647090.2295,2556661.60547
12647090.0389,2556661.71446
12647089.8432,2556661.83115
12647089.6402,2556661.93775
12647089.4363,2556662.05348
12647089.2254,2556662.16068
12647088.8034,2556662.35177
12647088.5959,2556662.44214
12647088.3826,2556662.51952
12647088.174,2556662.61846
12647087.9646,2556662.71033
12647087.7517,2556662.80024
12647087.5324,2556662.88326
12647087.3189,2556662.93607
12647087.1034,2556662.97905
12647086.8866,2556663.0217
12647086.6682,2556663.04347
12647086.4494,2556663.10673
12647086.2244,2556663.16044
12647086.005,2556663.22732
12647085.7868,2556663.30717
12647085.5689,2556663.34901
12647085.3553,2556663.39074
12647085.131,2556663.41136
12647084.6872,2556663.42214
12647084.4613,2556663.41857
12647084.236,2556663.44292
12647084.0011,2556663.47324
12647083.7745,2556663.50273
12647083.5487,2556663.54535
12647083.3254,2556663.555
12647083.1056,2556663.561
12647082.8766,2556663.54563
12647082.6519,2556663.50783
12647082.4239,2556663.47912
12647082.1929,2556663.43219
12647081.9603,2556663.41174
12647081.731,2556663.39084
12647081.5026,2556663.38229
12647081.2722,2556663.38642
12647081.0464,2556663.36875
12647080.812,2556663.353
12647080.5855,2556663.31237
12647080.355,2556663.2524
12647080.126,2556663.19385
12647079.8955,2556663.11165
12647079.6674,2556663.05346
12647079.437,2556662.98334
12647079.2079,2556662.92313
12647078.977,2556662.86334
12647078.7474,2556662.79518
12647078.5137,2556662.71996
12647078.2915,2556662.64039
12647078.0688,2556662.54798
12647077.8515,2556662.46333
12647077.6379,2556662.36325
12647077.4236,2556662.27145
12647077.2093,2556662.16945
12647076.9987,2556662.07025
12647076.7891,2556661.96347
12647076.5824,2556661.8577
12647076.379,2556661.74367
12647076.173,2556661.64012
12647075.9694,2556661.52696
12647075.7629,2556661.41328
12647075.5585,2556661.2919
12647075.3562,2556661.16804
12647075.156,2556661.03209
12647075.156,2556661.03209
12647074.766,2556660.77262
12647074.5679,2556660.64309
12647074.3751,2556660.50758
12647074.1793,2556660.36723
12647073.9838,2556660.21597
12647073.7871,2556660.069
12647073.5921,2556659.91228
12647073.4013,2556659.76574
12647073.4013,2556659.76574
12647073.0322,2556659.4708
12647072.8656,2556659.3261
12647072.6851,2556659.16085
12647072.5165,2556658.98559
12647072.3435,2556658.81573
12647072.1868,2556658.63283
12647072.0202,2556658.46885
12647071.8664,2556658.30102
12647071.7053,2556658.13065
12647071.5517,2556657.96027
12647071.3913,2556657.77831
12647071.2395,2556657.58965
12647071.0863,2556657.40974
12647070.9451,2556657.22591
12647070.7995,2556657.04724
12647070.6669,2556656.8694
12647070.5285,2556656.68102
12647070.4013,2556656.48987
12647070.2654,2556656.2988
12647070.1373,2556656.0974
12647070.0105,2556655.90519
12647069.8904,2556655.70658
12647069.7714,2556655.50708
12647069.6596,2556655.30199
12647069.5439,2556655.09483
12647069.4342,2556654.88089
12647069.3275,2556654.67249
12647069.221,2556654.45864
12647069.1172,2556654.24719
12647069.0199,2556654.03391
12647068.9222,2556653.81514
12647068.8317,2556653.59425
12647068.7428,2556653.37098
12647068.6567,2556653.14418
12647068.5743,2556652.91505
12647068.501,2556652.68737
12647068.426,2556652.45238
12647068.3597,2556652.21847
12647068.2913,2556651.97863
12647068.232,2556651.73989
12647068.1678,2556651.50181
12647068.0679,2556651.01729
12647068.0257,2556650.77257
12647067.9815,2556650.52256
12647067.9485,2556650.26626
12647067.9124,2556650.01438
12647067.8896,2556649.75706
12647067.8587,2556649.50373
12647067.8446,2556649.2487
12647067.8198,2556648.99184
12647067.8035,2556648.73306
12647067.7901,2556648.47157
12647067.7856,2556648.20321
12647067.7803,2556647.94419
12647067.7788,2556647.67736
12647067.7819,2556647.419
12647067.786,2556647.15769
12647067.7946,2556646.89784
12647067.807,2556646.63767
12647067.8272,2556646.3772
12647067.8539,2556646.11848
12647067.8877,2556645.86397
12647067.927,2556645.61072
12647067.9647,2556645.35912
12647068.008,2556645.10933
12647068.0522,2556644.86076
12647068.0988,2556644.60996
12647068.1526,2556644.36055
12647068.2096,2556644.1085
12647068.275,2556643.86098
12647068.3449,2556643.61517
12647068.4151,2556643.37609
12647068.5044,2556643.14664
12647068.5827,2556642.90622
12647068.6622,2556642.67294
12647068.7505,2556642.43949
12647068.8387,2556642.20914
12647068.9325,2556641.98386
12647069.0314,2556641.7643
12647069.1283,2556641.54414
12647069.2308,2556641.33084
12647069.3342,2556641.11448
12647069.441,2556640.90164
12647069.5532,2556640.68768
12647069.6738,2556640.47657
12647069.7918,2556640.26874
12647069.9306,2556640.0603
12647070.0531,2556639.85826
12647070.2063,2556639.66767
12647070.3293,2556639.47293
12647070.476,2556639.28654
12647070.607,2556639.09294
12647070.753,2556638.90486
12647070.8868,2556638.71857
12647071.0391,2556638.53864
12647071.1804,2556638.35754
12647071.3387,2556638.1872
12647071.4871,2556638.01572
12647071.6503,2556637.85113
12647071.7974,2556637.6837
12647071.9593,2556637.52186
12647072.1146,2556637.35307
12647072.2726,2556637.18788
12647072.4351,2556637.02556
12647072.6076,2556636.86852
12647072.7713,2556636.71201
12647072.9448,2556636.55922
12647073.1112,2556636.40248
12647073.2813,2556636.25359
12647073.4583,2556636.09482
12647073.6353,2556635.94061
12647073.9956,2556635.63456
12647074.1754,2556635.48276
12647074.3631,2556635.34008
12647074.554,2556635.19205
12647074.762,2556635.05034
12647074.9561,2556634.90654
12647075.3555,2556634.63943
12647075.7613,2556634.38787
12647075.9774,2556634.26921
12647076.1853,2556634.14845
12647076.4119,2556634.03834
12647076.6177,2556633.92815
12647076.8419,2556633.82811
12647076.8419,2556633.82811
12647077.2531,2556633.62675
12647077.4616,2556633.52611
12647077.6752,2556633.43089
12647077.6752,2556633.43089
12647078.1105,2556633.23934
12647078.1105,2556633.23934
12647078.5346,2556633.05609
12647078.7433,2556632.96948
12647078.9599,2556632.88818
12647079.1746,2556632.80841
12647079.3884,2556632.73529
12647079.5812,2556632.66236
